zipcode,classification_ontime
95987,On time
44054,Delayed
42101,Delayed
68142,On time
92020,Delayed
55054,On time
61614,Delayed
6071,Delayed
45236,Delayed
74115,On time
11422,Delayed
79416,On time
46181,On time
4743,On time
36064,On time
98632,Delayed
15216,Delayed
76134,On time
38474,On time
50112,On time
68526,On time
50237,On time
55387,Delayed
10710,Delayed
77030,Delayed
52748,On time
11548,On time
47201,Delayed
46802,Delayed
60513,On time
71655,On time
10314,Delayed
72114,On time
45651,On time
77517,On time
66534,On time
76705,On time
30228,Delayed
73142,On time
17314,Delayed
85304,Delayed
49065,On time
49417,Delayed
22923,On time
23607,On time
98295,Delayed
85224,Delayed
56164,On time
47172,Delayed
21093,Delayed
11023,On time
95632,Delayed
6443,On time
79701,Delayed
79601,On time
80501,Delayed
72120,Delayed
12158,On time
98045,Delayed
28394,On time
59101,Delayed
3276,On time
66071,On time
91702,Delayed
32724,Delayed
91007,Delayed
21639,On time
48304,Delayed
26764,On time
32159,Delayed
8210,On time
35111,On time
77905,On time
33428,Delayed
78227,On time
60074,Delayed
12962,On time
36532,On time
49004,On time
1969,On time
21218,Delayed
5446,Delayed
80112,Delayed
64048,Delayed
26038,On time
37886,On time
2764,On time
60491,Delayed
36104,On time
60040,On time
78250,Delayed
3865,On time
49437,On time
75490,On time
32465,On time
75494,On time
33315,Delayed
45365,Delayed
19036,Delayed
60659,Delayed
56374,On time
17538,On time
85258,Delayed
78227,On time
70444,On time
89706,On time
32827,Delayed
55410,Delayed
10014,Delayed
72301,Delayed
78559,On time
27529,Delayed
69033,On time
14437,On time
32822,Delayed
81006,On time
2738,Delayed
97231,On time
3049,On time
38555,Delayed
94710,Delayed
12095,On time
11249,Delayed
70001,Delayed
97080,Delayed
92227,Delayed
48367,On time
95363,Delayed
28152,On time
74301,Delayed
17073,On time
43022,On time
1612,On time
23507,On time
23692,Delayed
66506,On time
10706,Delayed
2184,Delayed
43062,Delayed
22192,Delayed
84720,Delayed
19947,Delayed
1867,Delayed
84653,On time
48059,On time
30326,Delayed
71852,On time
37148,Delayed
75225,Delayed
13642,Delayed
70774,On time
81501,Delayed
48380,On time
85383,Delayed
32809,On time
70118,Delayed
95903,On time
37840,On time
33030,On time
77502,Delayed
78541,On time
76856,On time
75201,Delayed
93010,Delayed
97045,Delayed
11763,Delayed
28411,Delayed
98177,Delayed
98541,On time
18929,Delayed
75149,Delayed
28753,Delayed
2468,On time
75052,Delayed
12572,Delayed
86327,On time
11222,Delayed
33760,Delayed
19125,Delayed
97133,Delayed
71270,Delayed
8069,On time
45431,Delayed
49456,Delayed
92243,On time
14617,Delayed
60020,On time
63601,On time
31408,Delayed
89107,Delayed
27203,On time
54005,On time
83445,On time
98660,Delayed
20762,On time
10036,Delayed
24501,On time
27045,On time
90715,On time
11561,Delayed
34667,Delayed
80621,Delayed
39705,On time
66720,On time
7826,On time
70615,On time
79731,On time
18929,On time
73008,Delayed
53934,On time
22201,Delayed
21811,Delayed
43205,Delayed
54911,Delayed
63038,Delayed
2370,Delayed
1560,On time
77023,Delayed
38571,On time
77073,Delayed
23509,Delayed
84664,On time
55442,Delayed
70462,On time
14223,Delayed
50854,On time
17112,Delayed
49442,Delayed
3801,Delayed
52556,Delayed
84414,Delayed
60504,Delayed
72015,On time
90680,Delayed
11720,Delayed
31316,On time
7628,On time
13209,Delayed
48866,On time
93041,Delayed
47018,On time
33950,Delayed
65737,On time
46181,On time
67230,On time
80232,On time
33873,Delayed
60175,Delayed
71292,On time
19131,Delayed
34286,On time
21093,Delayed
6374,On time
91722,Delayed
92673,Delayed
91752,Delayed
15717,On time
84015,Delayed
76457,Delayed
97123,Delayed
33982,On time
96130,Delayed
1238,On time
19047,Delayed
77833,On time
3249,Delayed
16354,Delayed
93908,Delayed
94501,Delayed
63601,On time
90036,Delayed
4444,Delayed
11703,Delayed
12553,On time
93505,On time
63017,Delayed
51534,On time
98629,On time
67502,Delayed
1073,On time
53706,Delayed
70003,Delayed
18655,On time
35476,On time
77345,Delayed
81223,On time
49829,On time
6112,On time
27617,On time
72023,Delayed
76082,On time
11752,On time
11563,Delayed
95672,On time
1522,On time
23702,On time
97223,Delayed
71129,On time
48039,On time
34291,On time
91024,On time
70769,Delayed
76177,Delayed
29472,On time
39556,On time
34473,On time
77059,Delayed
7940,Delayed
40965,On time
60707,Delayed
39470,On time
27371,On time
45238,Delayed
49415,On time
21620,Delayed
75755,On time
94707,On time
25303,On time
13323,On time
19041,Delayed
42066,On time
1921,Delayed
97524,Delayed
36206,On time
28387,Delayed
67410,On time
30188,Delayed
18017,Delayed
20832,Delayed
98236,Delayed
8873,Delayed
85718,Delayed
8520,Delayed
78516,On time
95818,Delayed
67101,Delayed
85013,Delayed
47304,Delayed
33036,Delayed
89509,Delayed
75074,Delayed
47102,On time
70426,On time
15668,Delayed
66536,On time
8065,Delayed
95236,Delayed
37381,On time
74017,On time
33165,Delayed
40508,On time
30230,On time
93442,Delayed
61822,Delayed
32819,Delayed
17960,On time
3570,Delayed
77031,Delayed
29072,Delayed
36066,Delayed
73118,Delayed
80205,Delayed
1007,Delayed
48329,Delayed
73162,Delayed
23851,On time
20194,Delayed
45036,Delayed
89106,Delayed
54143,On time
17847,On time
15203,Delayed
63121,Delayed
49854,Delayed
91331,Delayed
14901,On time
56359,On time
55981,On time
13732,On time
46013,Delayed
32011,Delayed
63005,Delayed
41339,On time
60074,Delayed
60030,Delayed
70360,Delayed
32641,On time
33534,On time
78748,Delayed
80310,Delayed
48428,On time
45044,On time
98445,Delayed
61364,On time
53076,On time
50310,Delayed
92058,Delayed
47452,Delayed
93030,Delayed
6063,On time
33602,Delayed
33909,On time
38801,On time
6053,Delayed
56057,On time
78602,Delayed
44319,Delayed
6903,On time
75071,Delayed
15017,Delayed
45157,Delayed
13104,Delayed
15320,On time
48111,Delayed
79714,Delayed
80124,Delayed
77530,Delayed
42633,On time
84040,Delayed
6795,Delayed
76550,On time
40223,On time
14546,On time
97132,Delayed
32618,On time
38320,On time
92101,Delayed
97227,Delayed
87507,Delayed
14472,On time
37073,Delayed
93460,Delayed
11940,Delayed
18954,On time
66071,Delayed
92563,Delayed
11694,Delayed
22308,Delayed
98294,On time
48838,On time
91941,Delayed
47620,On time
91362,Delayed
37166,On time
78956,Delayed
77583,Delayed
52246,Delayed
95073,Delayed
75707,On time
28608,On time
36079,Delayed
2673,Delayed
48127,Delayed
27828,On time
1950,Delayed
93591,On time
54829,On time
34654,On time
38108,On time
2356,On time
24382,On time
91316,Delayed
90065,Delayed
33023,Delayed
15136,Delayed
83869,On time
19050,Delayed
32439,On time
95124,Delayed
81052,On time
44638,On time
98660,On time
54961,Delayed
7458,Delayed
13152,Delayed
12401,Delayed
66441,Delayed
70395,Delayed
2726,Delayed
44132,Delayed
14063,Delayed
37865,Delayed
60025,Delayed
28273,Delayed
76904,Delayed
94939,On time
84129,Delayed
29340,On time
91901,On time
55616,On time
44253,On time
50322,Delayed
30683,On time
35956,On time
30034,Delayed
67037,On time
84111,On time
1108,On time
95054,Delayed
30529,On time
30046,Delayed
43460,On time
23024,On time
8880,On time
31028,On time
94523,Delayed
18104,Delayed
2188,On time
93555,Delayed
33161,Delayed
85367,Delayed
15656,On time
29640,Delayed
24605,On time
33811,Delayed
75110,On time
54162,Delayed
3307,Delayed
6051,Delayed
30824,On time
11729,Delayed
55398,On time
21632,On time
49085,Delayed
4015,On time
44117,On time
53190,Delayed
10989,On time
60640,Delayed
73110,On time
89503,Delayed
61342,On time
77904,On time
80634,Delayed
39501,On time
2169,Delayed
92508,Delayed
11757,Delayed
44483,Delayed
8827,On time
55405,Delayed
85392,On time
45011,Delayed
29601,Delayed
38544,On time
70006,On time
7945,Delayed
24301,Delayed
15205,Delayed
33142,Delayed
85249,Delayed
47562,On time
70360,Delayed
44137,Delayed
89801,Delayed
92284,On time
67052,On time
3447,On time
53964,Delayed
53534,On time
63139,Delayed
27104,Delayed
24148,On time
30281,Delayed
52317,Delayed
8034,Delayed
71019,On time
85048,Delayed
94571,Delayed
21162,On time
80424,Delayed
7748,Delayed
84070,Delayed
92058,Delayed
90011,Delayed
59935,On time
80229,Delayed
60155,On time
15239,Delayed
32615,Delayed
46755,On time
36330,Delayed
2840,Delayed
46550,On time
95247,On time
19023,Delayed
95945,Delayed
95252,On time
8060,On time
31822,On time
48048,On time
56444,On time
30116,On time
29414,Delayed
19149,Delayed
98204,Delayed
32207,Delayed
60432,On time
15330,Delayed
76430,On time
46802,On time
49930,Delayed
77433,Delayed
19130,Delayed
91602,Delayed
7670,Delayed
53563,On time
85212,Delayed
32750,Delayed
95932,On time
95131,Delayed
60123,Delayed
12514,Delayed
40504,On time
29161,Delayed
78257,On time
21919,On time
23487,On time
40484,On time
65613,On time
72949,On time
92127,Delayed
51455,On time
21286,Delayed
45891,On time
75703,Delayed
49801,Delayed
20015,Delayed
30507,On time
35043,Delayed
11419,Delayed
11714,Delayed
2043,Delayed
37040,Delayed
47546,Delayed
3264,On time
33715,On time
7727,On time
6484,Delayed
94509,Delayed
48825,On time
80517,Delayed
55398,Delayed
33328,Delayed
49096,On time
88005,On time
32168,Delayed
45249,Delayed
77030,Delayed
20762,On time
28638,On time
43230,Delayed
97850,Delayed
91762,Delayed
78666,Delayed
60561,Delayed
63010,Delayed
6752,Delayed
32168,On time
49631,On time
6241,On time
76051,Delayed
33781,Delayed
37663,On time
20147,Delayed
3811,On time
64506,On time
8886,Delayed
38320,On time
55369,Delayed
76539,On time
21502,Delayed
11720,Delayed
32725,Delayed
59401,On time
95614,On time
37620,Delayed
11797,On time
71201,Delayed
61951,Delayed
98040,Delayed
47446,On time
11233,Delayed
2760,Delayed
79562,On time
30009,Delayed
34683,Delayed
76901,Delayed
93314,Delayed
30536,On time
55805,On time
12189,On time
70582,Delayed
2190,Delayed
88260,On time
83634,Delayed
42748,On time
73942,Delayed
45212,Delayed
76013,Delayed
44857,Delayed
49337,On time
19020,Delayed
83843,Delayed
2921,On time
56649,Delayed
78205,On time
95460,On time
51501,On time
67206,Delayed
55127,Delayed
85354,Delayed
5477,On time
1013,Delayed
7660,Delayed
74070,On time
4086,On time
12204,On time
93728,On time
46151,Delayed
48088,On time
40069,Delayed
48081,On time
75707,On time
29401,Delayed
30038,Delayed
15644,On time
60475,On time
79903,On time
43724,On time
21550,On time
99352,Delayed
11782,Delayed
31047,On time
6117,Delayed
11570,Delayed
37336,On time
79932,On time
78132,Delayed
34609,Delayed
75428,On time
85658,Delayed
89129,Delayed
81005,Delayed
37379,Delayed
2459,Delayed
56374,On time
92307,Delayed
46341,On time
28602,Delayed
92130,Delayed
60639,Delayed
1757,Delayed
50036,On time
24121,On time
2893,Delayed
72201,On time
7885,On time
19342,Delayed
44484,Delayed
43315,On time
36693,Delayed
92264,Delayed
74437,On time
95819,Delayed
42539,On time
97351,On time
39667,On time
6437,Delayed
46562,On time
28305,On time
8004,Delayed
4210,Delayed
25703,On time
36340,On time
63640,Delayed
75098,Delayed
26847,On time
48198,Delayed
33881,Delayed
46403,On time
78759,Delayed
6475,On time
98290,Delayed
65619,On time
50423,On time
48034,Delayed
16428,On time
54727,On time
33565,On time
76086,On time
40456,On time
68005,Delayed
97068,Delayed
30110,Delayed
84660,Delayed
44842,On time
98077,Delayed
30507,Delayed
48457,On time
32311,On time
45236,Delayed
17842,Delayed
39180,Delayed
78412,Delayed
17527,Delayed
46561,On time
43912,On time
27850,On time
21702,Delayed
6241,On time
46256,On time
37087,Delayed
60652,Delayed
93960,Delayed
97467,On time
34479,Delayed
83634,Delayed
46311,Delayed
13849,On time
91390,Delayed
44224,Delayed
35758,On time
14425,Delayed
77070,Delayed
25427,On time
80023,Delayed
31411,Delayed
20601,Delayed
68305,On time
4412,On time
27609,Delayed
30341,Delayed
4069,On time
29745,Delayed
72904,On time
21231,Delayed
18301,Delayed
13501,On time
82901,Delayed
33068,Delayed
27409,Delayed
74701,On time
37212,Delayed
61072,On time
64070,On time
1460,On time
23487,On time
25443,On time
75229,Delayed
33875,On time
7945,Delayed
5001,On time
38112,Delayed
18428,Delayed
36580,Delayed
14206,On time
59701,Delayed
6426,On time
34684,Delayed
85708,On time
17517,On time
66220,Delayed
98101,Delayed
1527,Delayed
64152,Delayed
1501,On time
44090,On time
21617,Delayed
75028,Delayed
84765,On time
11434,Delayed
98576,On time
55402,On time
13212,On time
72104,On time
3225,Delayed
78747,Delayed
78644,Delayed
49285,On time
76115,On time
83501,Delayed
77963,On time
29506,On time
34241,On time
15301,Delayed
97267,Delayed
48146,Delayed
95304,On time
97216,Delayed
30016,Delayed
62293,On time
77385,Delayed
53405,Delayed
19143,Delayed
34208,Delayed
10463,Delayed
22025,On time
34604,On time
6418,Delayed
14131,On time
2852,Delayed
62896,On time
85016,Delayed
76179,Delayed
34420,On time
76023,On time
77505,Delayed
8628,On time
34601,On time
21660,On time
75803,Delayed
32948,On time
15010,Delayed
39114,On time
94601,Delayed
78749,Delayed
8056,On time
52804,Delayed
5672,Delayed
57032,On time
49240,On time
62285,On time
15238,Delayed
34109,Delayed
77371,On time
93247,On time
51537,On time
95357,Delayed
7108,On time
93505,Delayed
32904,Delayed
31047,Delayed
73034,Delayed
2114,Delayed
60108,On time
54212,On time
44511,Delayed
75023,Delayed
6042,Delayed
80921,On time
92691,Delayed
84010,Delayed
66204,Delayed
37642,On time
70118,Delayed
14108,On time
23888,On time
77380,Delayed
49202,On time
78641,Delayed
50112,Delayed
53548,On time
43402,Delayed
95901,Delayed
53086,Delayed
87004,On time
20878,Delayed
24521,On time
7514,Delayed
37172,Delayed
18301,On time
93274,Delayed
32570,On time
33837,Delayed
38863,Delayed
85749,Delayed
77015,Delayed
24015,On time
98589,On time
17847,On time
56283,Delayed
95521,Delayed
45844,On time
47161,On time
44143,Delayed
13165,On time
48855,Delayed
28365,On time
95367,On time
79906,On time
74764,Delayed
44883,Delayed
7092,Delayed
21701,Delayed
23663,On time
10805,Delayed
78597,Delayed
37919,Delayed
37055,Delayed
28762,On time
45249,Delayed
21085,On time
19320,Delayed
91423,Delayed
14031,Delayed
1118,On time
2891,On time
50647,On time
19380,Delayed
84045,Delayed
15241,Delayed
32750,Delayed
6268,On time
45157,On time
71913,Delayed
81131,On time
39157,On time
34947,On time
10983,On time
6035,On time
43560,Delayed
32256,Delayed
10594,Delayed
5452,Delayed
13326,On time
17307,On time
60451,Delayed
31069,On time
70663,Delayed
1864,Delayed
90704,On time
11439,On time
50325,Delayed
37167,Delayed
76058,Delayed
29920,On time
23236,Delayed
52338,On time
39553,On time
27850,On time
28429,On time
7111,Delayed
8244,On time
43224,Delayed
66002,On time
21157,Delayed
39730,On time
50054,On time
32776,Delayed
49065,On time
35071,Delayed
19711,Delayed
23832,Delayed
20904,Delayed
70506,Delayed
23233,Delayed
2468,On time
44609,On time
3784,Delayed
97526,On time
48357,Delayed
70062,On time
20764,On time
84310,Delayed
93630,Delayed
55407,Delayed
47944,On time
44129,Delayed
23453,Delayed
63379,Delayed
32207,Delayed
95628,Delayed
36203,On time
31539,On time
11020,On time
55130,On time
11212,Delayed
45219,Delayed
73071,Delayed
13732,On time
81657,Delayed
75089,Delayed
6112,On time
4011,Delayed
39553,Delayed
70065,Delayed
31634,On time
98499,Delayed
2779,On time
6106,Delayed
79331,On time
93427,On time
34233,Delayed
76177,Delayed
33511,Delayed
21122,Delayed
2780,Delayed
48023,On time
20737,On time
30145,Delayed
98339,On time
29456,Delayed
95350,Delayed
16441,On time
59106,Delayed
15632,On time
20619,Delayed
21918,On time
28739,Delayed
77504,Delayed
85373,Delayed
81435,Delayed
76642,On time
21046,Delayed
80207,On time
12404,On time
50703,Delayed
46808,Delayed
48532,Delayed
18411,Delayed
66018,Delayed
22101,Delayed
90405,Delayed
28314,Delayed
23513,On time
95988,On time
70363,On time
19074,On time
39180,On time
30680,Delayed
32211,Delayed
62701,On time
46226,Delayed
27051,On time
33713,Delayed
16686,Delayed
97229,Delayed
4102,Delayed
20876,Delayed
49878,On time
80127,Delayed
5454,On time
7676,Delayed
32738,On time
5401,Delayed
53172,Delayed
65712,On time
47060,On time
75054,On time
46383,Delayed
32948,On time
10459,Delayed
48441,On time
60089,Delayed
70460,On time
7660,Delayed
44833,On time
7086,Delayed
37312,Delayed
79735,On time
36830,Delayed
48415,On time
34653,Delayed
98840,On time
14738,On time
2125,Delayed
2554,Delayed
49327,Delayed
46140,Delayed
93728,On time
2134,Delayed
46615,Delayed
95821,Delayed
97071,Delayed
31217,On time
53590,Delayed
32408,On time
47043,On time
1930,Delayed
15824,On time
6484,Delayed
1529,On time
31750,On time
48042,Delayed
53105,On time
85615,On time
18073,On time
44001,On time
3242,On time
48473,Delayed
60652,On time
37073,On time
19053,Delayed
11949,Delayed
1376,On time
34689,Delayed
84335,Delayed
55327,On time
18452,On time
94702,Delayed
77445,On time
24065,On time
30740,On time
54456,On time
71929,Delayed
19134,Delayed
33431,Delayed
17870,Delayed
92154,Delayed
56379,Delayed
5055,Delayed
30707,On time
56031,On time
11214,Delayed
11557,On time
17824,Delayed
37617,On time
2482,Delayed
60069,Delayed
80439,On time
61822,Delayed
90069,Delayed
49269,On time
23322,Delayed
95354,Delayed
84049,On time
63303,Delayed
80466,On time
2467,Delayed
37091,On time
7934,Delayed
52401,On time
48152,On time
60544,Delayed
30755,On time
30349,Delayed
48864,Delayed
29150,Delayed
76082,On time
3102,Delayed
33193,Delayed
80002,Delayed
12604,On time
92507,Delayed
32459,Delayed
75964,On time
27502,Delayed
58554,Delayed
98290,Delayed
60430,Delayed
54942,On time
80817,Delayed
4037,On time
52632,On time
8861,Delayed
98201,Delayed
78163,On time
8835,On time
33165,Delayed
91030,Delayed
44446,Delayed
71409,On time
43148,On time
77002,Delayed
42445,On time
78747,On time
1915,Delayed
74114,Delayed
21223,Delayed
17033,Delayed
46574,Delayed
44305,On time
75042,Delayed
96146,Delayed
15042,On time
48063,On time
14094,Delayed
85339,Delayed
98439,On time
75051,On time
21660,On time
19082,Delayed
90027,Delayed
31204,Delayed
31524,On time
46582,On time
33823,Delayed
64012,On time
14108,On time
33149,Delayed
94304,Delayed
30066,Delayed
33813,Delayed
81008,On time
